Saat,Yuk Tahmin Plani (MWh),Ikili Anlasma (MWh),PTF (TL/MWh)Okuma Yukumlulu,SAM (MWh),SSM(MWh),KGUP (MWh),SMF (TL/MWh),YAL (0) Kodlu (MWh),YAL (1) Kodlu (MWh),YAL (2) Kodlu (MWh),YAL Teslim Edilmeyen (MWh),YAT (0) Kodlu (MWh),YAT (1) Kodlu (MWh),YAT (2) Kodlu (MWh),YAT Teslim Edilmeyen (MWh)
08.05.2018 12:00,32400.00,29913.30,206.00,18279.80,18279.90,31316.91,206.00,282.87,150.00,0.00,7.30,0.00,390.00,0.00,0.00
08.05.2018 13:00,32600.00,29893.80,205.99,19172.80,19172.80,31944.71,177.00,115.20,115.00,0.00,4.53,87.08,383.00,0.00,0.00
08.05.2018 14:00,33400.00,30876.60,205.99,19571.40,19571.40,32856.90,185.99,203.53,0.00,0.00,34.40,0.00,378.00,0.00,0.00
08.05.2018 15:00,33500.00,31007.10,202.01,19329.00,19329.00,32840.75,148.64,0.00,0.00,0.00,0.00,422.00,378.00,0.00,23.48
08.05.2018 16:00,33800.00,30796.80,206.00,19129.00,19129.10,32820.65,148.64,0.00,0.00,0.00,0.00,381.15,373.00,0.00,35.22
08.05.2018 17:00,34100.00,30184.80,202.00,17651.00,17651.00,32607.33,155.00,0.00,0.00,0.00,0.00,38.42,373.00,0.00,0.99
08.05.2018 18:00,34200.00,29694.90,155.02,16855.10,16855.10,31865.32,145.00,31.25,0.00,0.00,0.00,249.00,373.00,0.00,10.58
08.05.2018 19:00,35600.00,30742.20,155.01,16863.60,16863.60,32270.72,155.00,254.83,0.00,0.00,8.09,0.00,373.00,0.00,0.00
08.05.2018 20:00,36500.00,33206.70,197.00,17280.00,17280.10,33248.54,197.00,731.00,0.00,0.00,297.20,0.00,373.00,0.00,0.00
08.05.2018 21:00,35600.00,32387.90,189.01,16926.70,16926.70,32140.30,189.01,845.00,0.00,0.00,258.19,0.00,373.00,0.00,0.00
08.05.2018 22:00,34300.00,33788.70,150.01,16072.70,16072.70,31351.98,165.01,1364.90,0.00,0.00,333.50,38.75,280.00,0.00,0.00
08.05.2018 23:00,32500.00,31646.40,150.01,15856.50,15856.50,29685.39,165.01,1506.96,0.00,0.00,427.55,87.50,280.00,0.00,0.00
09.05.2018 00:00,30000.00,29085.00,170.00,14258.90,14258.90,27457.86,140.00,66.40,0.00,0.00,0.00,813.68,0.00,0.00,7.88
09.05.2018 01:00,28600.00,26881.60,170.73,14175.50,14175.50,25984.87,170.73,146.53,6.53,0.00,0.00,56.25,77.47,0.00,0.91
09.05.2018 02:00,27500.00,25797.90,147.49,13938.60,13938.60,24999.94,160.00,735.87,84.00,0.00,224.03,89.10,13.83,0.00,0.19
09.05.2018 03:00,26900.00,25166.70,145.01,13873.30,13873.40,24326.03,145.01,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00
09.05.2018 04:00,26700.00,25013.10,145.01,13783.50,13783.60,24090.87,145.01,31.75,84.00,0.00,18.67,41.67,0.00,0.00,0.00
09.05.2018 05:00,26600.00,23862.50,150.00,13748.90,13749.00,23898.54,160.00,743.00,0.00,0.00,384.69,62.00,0.00,0.00,3.00
09.05.2018 06:00,25800.00,21606.80,150.00,15724.90,15725.00,24117.42,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09.05.2018 07:00,27300.00,23846.40,150.00,16401.10,16401.10,25841.62,150.00,394.17,0.00,0.00,0.00,75.08,0.00,0.00,1.86
09.05.2018 08:00,31800.00,27817.90,188.01,17661.80,17661.80,29628.07,188.01,1683.38,0.00,0.00,460.61,28.90,352.00,0.00,4.05
09.05.2018 09:00,34200.00,30641.20,188.00,18629.20,18629.20,31354.10,205.00,3130.32,0.00,0.00,1481.94,0.00,352.00,0.00,0.00
09.05.2018 10:00,34500.00,31405.30,191.99,18776.30,18776.30,31910.61,206.00,1851.00,0.00,0.00,488.95,0.00,350.00,0.00,0.00
09.05.2018 11:00,35400.00,32458.80,195.00,18709.20,18709.20,32632.33,200.00,1731.00,0.00,0.00,480.33,67.08,371.33,0.00,4.50
09.05.2018 12:00,34100.00,30075.50,178.94,17706.10,17706.20,31354.07,192.00,1914.55,0.00,0.00,512.83,0.00,382.00,0.00,0.80
09.05.2018 13:00,34700.00,29863.80,179.64,18387.60,18387.70,31876.42,179.64,1219.67,0.00,0.00,443.49,58.33,380.00,0.00,1.20
09.05.2018 14:00,35900.00,30473.40,188.00,18783.80,18783.70,32888.51,188.00,915.00,0.00,0.00,366.46,0.00,379.00,0.00,7.60
09.05.2018 15:00,35800.00,30661.40,188.00,18613.70,18613.60,32570.68,168.00,402.21,0.00,0.00,194.31,0.00,379.00,0.00,11.30
09.05.2018 16:00,35900.00,30348.30,190.00,18383.10,18383.20,32873.76,190.00,676.00,0.00,0.00,289.89,0.00,379.00,0.00,4.00
09.05.2018 17:00,35700.00,29287.20,189.99,17091.60,17091.60,32409.89,189.99,436.13,389.00,0.00,182.16,0.00,377.00,0.00,0.00
09.05.2018 18:00,34600.00,28950.00,193.04,16436.30,16436.40,31536.52,193.04,274.00,766.00,0.00,137.23,0.00,382.00,0.00,0.00
09.05.2018 19:00,34700.00,30085.50,188.01,16510.00,16509.90,32247.82,187.01,0.00,766.00,0.00,6.86,545.70,382.00,0.00,78.32
09.05.2018 20:00,35900.00,32415.20,178.95,16752.80,16752.80,33576.92,155.00,0.00,766.00,0.00,3.19,1130.77,0.00,0.00,94.99
09.05.2018 21:00,34800.00,31884.00,184.26,16202.80,16202.70,32565.50,156.00,0.00,766.00,0.00,2.63,1091.00,0.00,0.00,99.01
09.05.2018 22:00,34200.00,33316.40,177.88,14386.20,14386.20,32423.75,147.88,0.00,702.27,0.00,0.00,1222.98,0.00,0.00,122.69
09.05.2018 23:00,32400.00,31361.90,147.50,14355.70,14355.80,30870.13,145.00,0.00,390.80,0.00,0.00,891.13,0.00,0.00,48.43
10.05.2018 00:00,29800.00,28783.60,178.94,14880.80,14880.80,27699.22,154.00,0.00,197.88,0.00,0.00,363.63,0.00,0.00,3.14
10.05.2018 01:00,28300.00,26672.80,145.01,14907.00,14907.00,25763.32,150.01,896.83,0.00,0.00,491.54,98.25,0.00,0.00,6.01
10.05.2018 02:00,27300.00,25158.10,160.00,14750.10,14750.00,24851.97,165.00,622.00,0.00,0.00,317.88,36.25,0.00,0.00,7.01
10.05.2018 03:00,26600.00,24675.70,145.01,14738.60,14738.80,24276.15,148.01,714.00,0.00,0.00,405.08,0.00,0.00,0.00,0.00
10.05.2018 04:00,26700.00,24413.40,148.63,14493.90,14493.90,24136.63,151.63,567.60,0.00,0.00,338.25,18.67,0.00,0.00,6.00
10.05.2018 05:00,26500.00,23189.20,178.94,14616.60,14616.60,23921.61,178.94,515.00,0.00,0.00,356.03,149.75,0.00,0.00,0.00
10.05.2018 06:00,26300.00,21465.70,178.95,16713.80,16713.80,23708.72,178.95,218.13,0.00,0.00,134.73,0.00,0.00,0.00,0.00
10.05.2018 07:00,27900.00,23334.20,169.00,16999.80,16999.70,25420.68,150.00,142.50,0.00,0.00,75.83,241.80,0.00,0.00,10.12
10.05.2018 08:00,32000.00,27302.50,178.95,18616.30,18616.30,29028.76,178.95,1102.48,0.00,0.00,375.66,78.33,352.00,0.00,20.00
10.05.2018 09:00,34000.00,30536.70,191.99,19339.70,19339.60,31205.76,191.99,973.83,0.00,0.00,433.31,63.70,376.00,0.00,1.20
10.05.2018 10:00,34500.00,31311.80,189.01,19503.40,19503.40,31554.90,189.01,1146.00,0.00,0.00,491.77,166.08,347.00,0.00,0.00
10.05.2018 11:00,35000.00,32708.90,190.90,19386.90,19386.80,31872.63,166.00,878.73,0.00,0.00,336.01,347.08,344.00,0.00,0.10
10.05.2018 12:00,33700.00,30541.50,145.01,18550.30,18550.40,30283.83,145.01,621.47,0.00,0.00,328.55,0.00,342.00,0.00,0.80
10.05.2018 13:00,34500.00,30526.30,178.95,19046.40,19046.50,30582.01,168.95,620.47,0.00,0.00,319.93,0.00,342.00,0.00,0.00
10.05.2018 14:00,35300.00,31347.30,170.74,19475.90,19475.80,31514.56,170.74,1183.00,0.00,0.00,445.58,0.00,342.00,0.00,0.00
10.05.2018 15:00,35200.00,31246.70,178.95,19274.00,19274.00,31440.49,178.95,1152.83,0.00,0.00,528.45,0.00,342.00,0.00,0.70
10.05.2018 16:00,35200.00,31143.80,189.01,19187.60,19187.50,31785.85,189.01,1064.13,0.00,0.00,401.99,0.00,342.00,0.00,0.00
10.05.2018 17:00,34900.00,30777.20,189.99,17856.70,17856.80,31433.66,189.99,0.00,500.00,0.00,4.30,0.00,345.00,0.00,0.00
10.05.2018 18:00,34000.00,30039.50,185.70,17293.20,17293.20,31394.63,145.00,0.00,500.00,0.00,0.00,1109.90,0.00,0.00,207.78
10.05.2018 19:00,34300.00,30903.40,189.01,17370.20,17370.10,31811.35,145.00,0.00,500.00,0.00,0.00,1873.00,0.00,0.00,354.49
10.05.2018 20:00,35500.00,33694.00,178.95,17518.60,17518.60,33030.24,145.00,0.00,500.00,0.00,0.00,1505.75,0.00,0.00,13.12
10.05.2018 21:00,34500.00,33029.90,178.95,17257.00,17257.00,32355.92,145.00,0.00,320.00,0.00,1.99,893.08,0.00,0.00,31.22
10.05.2018 22:00,33500.00,34062.40,177.80,15311.10,15311.10,31636.60,145.00,0.00,0.00,0.00,0.00,920.58,0.00,0.00,30.14
10.05.2018 23:00,31800.00,31618.60,177.79,14885.20,14885.20,30191.64,145.00,0.00,0.00,0.00,0.00,1108.07,0.00,0.00,64.89
11.05.2018 00:00,29600.00,29347.30,150.01,14600.90,14601.00,27159.39,145.00,0.00,0.00,0.00,0.00,323.83,0.00,0.00,0.00
11.05.2018 01:00,28400.00,26915.90,177.00,14390.80,14390.90,25642.24,145.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,23.36
11.05.2018 02:00,27300.00,25516.90,150.01,14353.60,14353.70,24024.36,150.01,472.52,0.00,0.00,219.24,103.52,0.00,0.00,0.00
11.05.2018 03:00,26700.00,24672.70,150.01,13993.60,13993.70,23729.55,150.01,688.00,0.00,0.00,497.87,0.00,0.00,0.00,0.00
11.05.2018 04:00,26600.00,24575.80,164.50,13921.40,13921.40,23697.85,164.50,483.25,0.00,0.00,271.06,0.00,0.00,0.00,0.00
11.05.2018 05:00,26500.00,23057.70,195.00,14080.90,14080.80,23413.98,195.00,1680.35,0.00,0.00,946.51,0.00,0.00,0.00,0.00
11.05.2018 06:00,26600.00,21137.80,189.99,16213.50,16213.40,23376.46,189.99,918.00,0.00,0.00,350.42,0.00,0.00,0.00,0.00
11.05.2018 07:00,28000.00,23789.50,207.70,17044.00,17044.00,25709.12,207.00,199.08,0.00,0.00,81.34,199.17,0.00,0.00,5.00
11.05.2018 08:00,32400.00,28313.70,199.00,18327.10,18327.10,29357.04,199.00,994.28,0.00,0.00,291.69,147.92,0.00,0.00,0.50
11.05.2018 09:00,34300.00,31548.40,209.62,19131.10,19131.10,31148.85,209.62,1257.91,0.00,0.00,416.02,85.50,0.00,0.00,0.00
11.05.2018 10:00,34500.00,32244.40,209.24,19081.00,19081.00,31170.77,209.24,688.53,0.00,0.00,128.87,0.00,0.00,0.00,0.00
11.05.2018 11:00,35200.00,32826.10,203.53,18940.90,18940.80,32127.71,203.53,348.75,0.00,0.00,37.92,167.78,0.00,0.00,0.00
11.05.2018 12:00,33200.00,31113.30,177.01,17830.90,17830.90,30323.02,167.00,113.97,0.00,0.00,5.00,190.57,0.00,0.00,0.28
11.05.2018 13:00,33700.00,30078.50,150.14,18085.00,18085.00,29917.00,145.00,45.83,0.00,0.00,11.00,689.90,0.00,0.00,54.14
11.05.2018 14:00,35000.00,31156.90,209.63,18690.00,18689.90,31684.06,209.63,304.28,0.00,0.00,3.00,0.00,0.00,0.00,0.00
11.05.2018 15:00,35000.00,31654.90,190.52,18433.20,18433.10,31826.05,166.00,0.00,0.00,0.00,0.00,233.92,0.00,0.00,2.31
11.05.2018 16:00,35200.00,31236.60,199.01,18509.50,18509.50,32181.45,159.10,0.00,0.00,0.00,0.00,767.00,0.00,0.00,193.22
11.05.2018 17:00,34900.00,31298.80,158.01,17541.90,17541.80,31745.86,155.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
11.05.2018 18:00,34200.00,30700.10,150.01,17516.70,17516.80,31056.16,150.01,536.42,0.00,0.00,206.81,0.00,0.00,0.00,0.00
11.05.2018 19:00,34400.00,31511.50,177.00,16593.40,16593.40,31547.05,177.00,208.57,0.00,0.00,58.67,29.17,0.00,0.00,0.00
11.05.2018 20:00,35900.00,33876.30,189.01,17122.60,17122.60,32727.36,189.01,52.93,391.00,0.00,0.00,443.58,0.00,0.00,70.28
11.05.2018 21:00,35100.00,33096.40,173.92,17132.70,17132.60,31921.40,173.92,0.00,282.00,0.00,0.00,0.00,0.00,0.00,0.00
11.05.2018 22:00,34100.00,34308.70,150.01,16064.20,16064.20,31216.67,160.00,522.03,212.50,0.00,285.94,8.97,0.00,0.00,0.00
11.05.2018 23:00,32500.00,32444.20,150.01,16179.80,16179.80,29631.41,170.00,1442.25,0.00,0.00,544.22,57.17,0.00,0.00,0.32
12.05.2018 00:00,31300.00,30414.80,190.00,15220.10,15220.10,27690.25,190.00,1053.52,0.00,0.00,415.17,191.10,0.00,0.00,0.00
12.05.2018 01:00,29600.00,28009.90,148.01,15224.30,15224.30,26120.76,148.01,628.00,0.00,0.00,497.86,167.33,0.00,0.00,0.00
12.05.2018 02:00,28700.00,26420.10,148.01,15275.70,15275.70,25011.94,148.01,557.00,0.00,0.00,440.19,0.00,0.00,0.00,0.00
12.05.2018 03:00,27800.00,25287.00,148.01,15081.80,15081.80,24236.34,148.01,596.00,0.00,0.00,438.46,10.00,0.00,0.00,0.00
12.05.2018 04:00,27600.00,25015.20,148.01,15033.10,15033.20,24062.84,148.01,481.82,0.00,0.00,254.05,0.00,0.00,0.00,0.00
12.05.2018 05:00,27300.00,23981.40,148.01,14889.80,14889.80,23588.13,148.01,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00
12.05.2018 06:00,26400.00,21824.00,130.01,16481.90,16481.90,23320.77,100.01,0.00,0.00,0.00,0.00,991.43,0.00,0.00,366.13
12.05.2018 07:00,27400.00,24105.90,176.98,16754.50,16754.50,23891.12,146.98,0.00,0.00,0.00,0.00,513.55,0.00,0.00,75.25
12.05.2018 08:00,31100.00,27882.10,190.00,18229.40,18229.20,27234.42,190.00,631.10,0.00,0.00,100.38,384.75,0.00,0.00,1.84
12.05.2018 09:00,33500.00,31834.90,176.99,18756.60,18756.60,29362.64,176.99,787.00,0.00,0.00,152.08,166.58,0.00,0.00,0.00
12.05.2018 10:00,34300.00,33161.90,176.99,18982.20,18982.20,29889.18,176.99,267.50,0.00,0.00,21.00,120.83,0.00,0.00,0.00
12.05.2018 11:00,34800.00,34135.00,176.98,18698.00,18698.00,30550.26,167.00,0.00,0.00,0.00,0.00,31.17,0.00,0.00,0.00
12.05.2018 12:00,33500.00,32135.10,168.68,18043.40,18043.30,29511.04,160.00,83.33,0.00,0.00,2.35,107.25,0.00,0.00,0.00
12.05.2018 13:00,34000.00,31309.30,189.99,18545.50,18545.40,29235.16,189.99,278.33,0.00,0.00,22.80,0.00,0.00,0.00,0.00
12.05.2018 14:00,34100.00,32432.50,174.53,18293.70,18293.60,29673.09,174.53,305.00,0.00,0.00,64.00,42.50,0.00,0.00,0.00
12.05.2018 15:00,33700.00,31976.30,158.00,18040.30,18040.30,29506.34,149.00,0.00,0.00,0.00,0.00,275.67,0.00,0.00,37.99
12.05.2018 16:00,33300.00,31884.40,148.01,18467.10,18467.20,29345.56,148.01,0.00,0.00,0.00,0.00,346.00,0.00,0.00,97.05
12.05.2018 17:00,33000.00,31843.30,148.01,17980.10,17980.20,28770.65,145.00,0.00,0.00,0.00,0.00,356.00,0.00,0.00,73.24
12.05.2018 18:00,32800.00,31547.70,148.01,17802.90,17803.00,28799.88,142.00,0.00,0.00,0.00,0.00,411.00,0.00,0.00,51.37
12.05.2018 19:00,33200.00,31592.20,148.01,17239.40,17239.40,29795.66,120.00,0.00,0.00,0.00,0.00,915.68,0.00,0.00,69.85
12.05.2018 20:00,34500.00,33692.60,176.99,17261.80,17261.80,30926.28,166.99,34.50,0.00,0.00,0.00,226.37,0.00,0.00,3.76
12.05.2018 21:00,33400.00,33014.30,176.99,17024.10,17024.10,30212.75,176.99,130.33,0.00,0.00,0.00,162.22,0.00,0.00,11.39
12.05.2018 22:00,32500.00,34434.90,148.01,15938.90,15938.90,29828.17,138.01,0.00,0.00,0.00,0.00,646.98,0.00,0.00,24.05
12.05.2018 23:00,31000.00,32571.80,148.01,15728.60,15728.60,28336.48,148.01,0.00,0.00,0.00,0.00,245.33,0.00,0.00,0.00
13.05.2018 00:00,28900.00,30430.60,120.01,14747.60,14747.60,26303.54,98.00,0.00,0.00,0.00,0.00,1472.63,0.00,0.00,381.48
13.05.2018 01:00,27300.00,28175.50,120.01,14651.80,14651.80,24336.89,120.01,243.80,0.00,0.00,141.03,321.05,0.00,0.00,58.10
13.05.2018 02:00,26200.00,26697.50,120.01,14313.00,14313.00,23105.99,120.01,0.00,0.00,0.00,0.00,291.80,0.00,0.00,6.04
13.05.2018 03:00,25400.00,25567.50,120.01,14281.90,14281.90,22195.81,120.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.05.2018 04:00,25000.00,25048.60,120.00,14101.80,14101.80,21925.62,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.05.2018 05:00,24600.00,23461.60,120.01,13699.20,13699.20,21485.81,120.01,0.00,0.00,0.00,0.00,128.08,0.00,0.00,25.12
13.05.2018 06:00,23000.00,21828.60,98.00,14965.50,14965.40,21004.62,98.00,0.00,0.00,0.00,0.00,540.00,0.00,0.00,128.07
13.05.2018 07:00,23000.00,22380.70,50.00,15298.10,15298.10,21115.00,20.00,0.00,0.00,0.00,0.00,1266.30,0.00,0.00,182.03
13.05.2018 08:00,24100.00,25160.80,120.00,15890.20,15890.20,21351.38,97.98,0.00,0.00,0.00,0.00,1200.75,0.00,0.00,122.30
13.05.2018 09:00,25600.00,28201.40,120.01,16223.10,16223.10,22766.17,120.01,0.00,0.00,0.00,0.00,326.25,0.00,0.00,0.00
13.05.2018 10:00,26800.00,29945.70,120.00,16770.90,16770.90,23656.41,120.00,0.00,0.00,0.00,0.00,524.45,0.00,0.00,26.19
13.05.2018 11:00,27800.00,31378.90,120.01,16614.30,16614.30,24637.02,97.97,0.00,0.00,0.00,0.00,1247.00,0.00,0.00,121.00
13.05.2018 12:00,27700.00,29967.30,120.01,16249.60,16249.60,23982.46,98.00,0.00,0.00,0.00,0.00,861.67,0.00,0.00,96.60
13.05.2018 13:00,27900.00,29469.10,120.01,16178.50,16178.50,24497.00,97.98,0.00,0.00,0.00,0.00,987.17,0.00,0.00,102.77
13.05.2018 14:00,28100.00,29503.70,120.01,16289.90,16289.90,24308.44,97.98,0.00,0.00,0.00,0.00,1010.00,0.00,0.00,98.07
13.05.2018 15:00,28100.00,28944.80,120.01,15982.80,15982.80,24491.74,97.96,0.00,0.00,0.00,0.00,1555.42,0.00,0.00,146.38
13.05.2018 16:00,28100.00,28217.90,140.00,15853.80,15853.80,24829.86,97.96,0.00,0.00,0.00,0.00,1831.00,0.00,0.00,135.14
13.05.2018 17:00,28400.00,27623.00,144.63,15387.40,15387.30,25130.06,114.63,0.00,0.00,0.00,0.00,1230.00,0.00,0.00,143.48
13.05.2018 18:00,29200.00,27626.00,144.01,15495.90,15495.70,25868.93,114.01,0.00,0.00,0.00,0.00,1043.50,0.00,0.00,136.50
13.05.2018 19:00,30400.00,29083.70,215.02,15292.30,15292.30,27320.38,144.00,0.00,0.00,0.00,0.00,1460.80,0.00,0.00,219.85
13.05.2018 20:00,32000.00,31596.10,215.50,15616.30,15616.30,28920.18,195.50,0.00,0.00,0.00,0.00,319.95,0.00,0.00,8.68
13.05.2018 21:00,31700.00,31740.10,216.21,15582.90,15582.90,28579.23,186.21,0.00,0.00,0.00,0.00,623.25,0.00,0.00,168.25
13.05.2018 22:00,30800.00,33497.20,158.00,14409.30,14409.20,28264.92,144.00,0.00,0.00,0.00,0.00,391.83,0.00,0.00,25.27
13.05.2018 23:00,29600.00,31711.50,130.01,14166.70,14166.60,26543.97,130.01,561.60,0.00,0.00,208.10,200.67,0.00,0.00,0.00
14.05.2018 00:00,27900.00,29458.10,140.01,13576.70,13576.60,24881.75,140.01,282.00,0.00,0.00,222.90,140.83,0.00,0.00,21.00
14.05.2018 01:00,26300.00,26888.80,140.01,13634.90,13634.80,23217.46,140.01,147.50,0.00,0.00,83.67,167.00,0.00,0.00,21.00
14.05.2018 02:00,25500.00,25340.50,140.01,13460.60,13460.50,22416.45,124.00,0.00,0.00,0.00,0.00,344.88,0.00,0.00,43.63
14.05.2018 03:00,24500.00,24690.00,140.01,13589.70,13589.60,21632.72,110.01,0.00,0.00,0.00,0.00,703.00,0.00,0.00,100.11
14.05.2018 04:00,24800.00,24385.90,140.00,14109.30,14109.20,21659.11,110.00,0.00,0.00,0.00,0.00,751.00,0.00,0.00,107.30
14.05.2018 05:00,24700.00,23143.20,96.01,13730.60,13730.50,21541.83,96.01,0.00,0.00,0.00,0.00,729.30,0.00,0.00,364.00
14.05.2018 06:00,24900.00,21544.40,98.70,15369.70,15369.60,21789.15,98.70,294.20,0.00,0.00,91.38,773.37,0.00,0.00,125.60
14.05.2018 07:00,26900.00,22858.10,168.68,16915.30,16915.40,23158.33,168.68,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.05.2018 08:00,31700.00,26419.70,216.26,19294.40,19294.40,28237.63,216.26,544.08,0.00,0.00,51.38,430.97,0.00,0.00,1.56
14.05.2018 09:00,34100.00,30004.70,215.77,19822.70,19822.70,30169.78,205.00,0.00,0.00,0.00,0.00,326.00,0.00,0.00,124.42
14.05.2018 10:00,34700.00,31430.70,215.39,19979.30,19979.30,30666.36,185.39,0.00,0.00,0.00,0.00,597.92,0.00,0.00,170.67
14.05.2018 11:00,35400.00,31799.30,216.30,19964.80,19964.80,31328.05,186.30,0.00,0.00,0.00,0.00,579.47,0.00,0.00,86.77
14.05.2018 12:00,34200.00,30489.70,179.00,18582.80,18582.90,29876.12,149.00,0.00,0.00,0.00,0.00,546.92,0.00,0.00,65.28
14.05.2018 13:00,34800.00,30890.30,192.00,19053.20,19053.20,30480.87,145.00,0.00,0.00,0.00,0.00,870.48,0.00,0.00,50.83
14.05.2018 14:00,36000.00,31293.50,211.99,19823.40,19823.30,30990.25,181.99,0.00,0.00,0.00,0.00,554.70,0.00,0.00,123.38
14.05.2018 15:00,35700.00,31244.20,201.69,19644.70,19644.70,31045.66,171.69,0.00,0.00,0.00,0.00,326.75,0.00,0.00,78.09
14.05.2018 16:00,35800.00,30724.50,215.54,19935.70,19935.70,31524.48,185.54,0.00,125.00,0.00,0.00,932.60,198.50,0.00,335.55
14.05.2018 17:00,35400.00,30091.80,215.82,18942.30,18942.30,31422.82,210.82,0.00,150.00,0.00,0.00,0.00,297.00,0.00,0.00
14.05.2018 18:00,34300.00,29712.80,203.00,18047.20,18047.10,31132.61,173.00,0.00,125.00,0.00,0.00,602.25,298.00,0.00,201.50
14.05.2018 19:00,34300.00,31188.50,194.99,17868.60,17868.60,31700.95,164.99,0.00,125.00,0.00,0.00,324.37,301.00,0.00,63.62
14.05.2018 20:00,35700.00,33605.00,195.00,17849.50,17849.50,32591.23,195.00,0.00,919.67,0.00,20.10,1033.63,0.00,0.00,225.23
14.05.2018 21:00,34700.00,33016.20,202.00,17502.60,17502.60,31842.69,202.00,0.00,578.00,0.00,0.02,275.13,77.17,0.00,162.84
14.05.2018 22:00,33800.00,34531.70,170.74,15926.60,15926.60,31399.41,170.74,310.00,578.00,0.00,303.00,279.67,209.00,0.00,3.59
14.05.2018 23:00,32200.00,32352.90,144.00,15768.50,15768.50,29886.51,158.00,310.00,443.33,0.00,266.20,60.00,0.00,0.00,0.00
15.05.2018 00:00,29700.00,30109.60,195.00,15085.10,15085.00,27347.02,195.00,300.83,0.00,0.00,0.00,35.00,0.00,0.00,20.00
15.05.2018 01:00,28600.00,27576.40,185.00,14949.30,14949.30,25712.35,185.00,294.17,0.00,0.00,23.00,45.83,0.00,0.00,0.00
15.05.2018 02:00,27500.00,26375.00,140.01,14872.00,14871.90,24843.35,140.01,40.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00
15.05.2018 03:00,26800.00,25546.70,140.01,14975.20,14975.10,24320.05,140.01,149.77,0.00,0.00,24.20,0.00,0.00,0.00,0.00
15.05.2018 04:00,26700.00,25137.50,140.01,14830.50,14830.50,24165.90,154.01,735.00,0.00,0.00,329.44,31.50,0.00,0.00,0.00
15.05.2018 05:00,26500.00,23900.50,177.00,14608.10,14608.20,23927.41,177.00,965.70,0.00,0.00,549.13,54.40,0.00,0.00,0.00
15.05.2018 06:00,26300.00,22736.90,100.01,16873.10,16873.10,23690.20,100.01,429.35,0.00,0.00,146.40,39.58,0.00,0.00,0.00
15.05.2018 07:00,28000.00,24448.40,196.00,17773.00,17773.00,25216.74,196.00,1007.50,0.00,0.00,641.61,0.00,0.00,0.00,0.00
15.05.2018 08:00,32300.00,29092.10,204.47,18956.30,18956.20,29005.85,172.47,227.50,0.00,0.00,0.00,816.67,0.00,0.00,23.14
15.05.2018 09:00,34200.00,32408.70,192.00,19902.30,19902.30,30693.56,192.00,565.58,400.00,0.00,330.56,0.00,0.00,0.00,0.00
15.05.2018 10:00,34700.00,33213.40,192.00,19972.50,19972.40,30975.15,178.00,21.00,760.00,0.00,32.99,932.03,0.00,0.00,51.74
15.05.2018 11:00,35400.00,33528.20,189.00,19933.50,19933.50,31443.58,179.00,0.00,0.00,0.00,0.00,107.33,0.00,0.00,0.00
15.05.2018 12:00,33700.00,31730.90,143.01,19170.90,19170.90,29772.68,143.01,672.00,155.00,0.00,464.41,60.50,0.00,0.00,0.00
15.05.2018 13:00,34300.00,32216.10,178.95,19505.30,19505.40,30304.19,178.95,62.50,253.00,0.00,0.00,102.92,0.00,0.00,1.50
15.05.2018 14:00,35100.00,32743.80,178.95,19757.90,19758.00,31051.28,178.95,188.67,255.00,0.00,19.76,118.33,0.00,0.00,0.00
15.05.2018 15:00,34900.00,32662.90,219.22,21376.60,21376.60,31015.96,234.22,1485.65,257.00,0.00,309.66,0.00,0.00,0.00,0.00
15.05.2018 16:00,34800.00,32157.20,219.99,21495.00,21494.90,31212.90,220.00,990.13,257.00,0.00,99.11,0.00,0.00,0.00,0.00
15.05.2018 17:00,34500.00,32247.60,178.95,18606.40,18606.40,31246.09,193.95,0.00,1001.00,0.00,0.00,46.67,0.00,0.00,0.00
15.05.2018 18:00,33700.00,31267.50,178.95,17919.10,17919.10,30730.50,178.95,0.00,711.00,0.00,0.00,0.00,0.00,0.00,0.00
15.05.2018 19:00,34100.00,31688.90,178.95,17823.00,17823.00,31107.46,178.95,271.25,500.00,0.00,98.57,70.00,0.00,0.00,0.00
15.05.2018 20:00,35500.00,33979.20,189.01,17800.90,17800.90,32198.77,192.00,963.00,500.00,0.00,239.26,163.83,0.00,0.00,0.00
15.05.2018 21:00,34600.00,33512.80,204.99,17634.80,17634.70,31735.57,204.99,1320.00,420.00,0.00,372.72,0.00,0.00,0.00,0.00
15.05.2018 22:00,33500.00,34726.20,143.01,15995.90,15995.90,30492.37,170.90,1249.92,350.00,0.00,321.03,194.75,0.00,0.00,0.00
15.05.2018 23:00,31800.00,32627.80,140.01,15994.70,15994.70,28816.92,178.00,2358.76,0.00,0.00,561.45,280.00,0.00,0.00,0.00
